CRN;Course;Session;Title;Instructor;Time/Location;Credits
21150;BIOC 611 028;Full Term;RESEARCH SEMINAR;Silberg, Jonathan J.;TBA TBAGR Course-Dept Schedules Exam;1
21151;BIOC 611 029;Full Term;RESEARCH SEMINAR;Stern, Michael;TBA TBAGR Course-Dept Schedules Exam;1
21152;BIOC 611 030;Full Term;RESEARCH SEMINAR;Stewart, Charles R.;4:00PM - 5:00PM F ABL 211EGR Course-Dept Schedules Exam;1
21153;BIOC 611 031;Full Term;RESEARCH SEMINAR;Tao, Yizhi J.;TBA TBAGR Course-Dept Schedules Exam;1
21154;BIOC 611 032;Full Term;RESEARCH SEMINAR;Wagner, Daniel S.;TBA TBAGR Course-Dept Schedules Exam;1
24559;BIOC 611 033;Full Term;RESEARCH SEMINAR;Uribe, Rosa A.;TBA TBAGR Course-Dept Schedules Exam;1
21155;BIOC 611 035;Full Term;RESEARCH SEMINAR;Zhong, Weiwei;TBA TBAGR Course-Dept Schedules Exam;1
21859;BIOC 611 042;Full Term;RESEARCH SEMINAR;Kirienko, Natalia V.;4:00PM - 5:30PM T TBA TBAGR Course-Dept Schedules Exam;1
21335;BIOC 611 051;Full Term;RESEARCH SEMINAR;Tao, Yizhi J.Zhong, Weiwei;TBA TBAGR Course-Dept Schedules Exam;1
21336;BIOC 611 052;Full Term;RESEARCH SEMINAR;Levine, HerbertFarach-Carson, Mary C.;TBA TBAGR Course-Dept Schedules Exam;1
20521;BIOC 701 001;1st Half of Full Term;GRADUATE LAB RESEARCH I;Bartel, Bonnie;TBA TBAGR Course-Dept Schedules Exam;2 TO 4
20522;BIOC 702 001;2nd Half of Full Term;GRADUATE LAB RESEARCH II;Bartel, Bonnie;TBA TBAGR Course-Dept Schedules Exam;2 TO 4
21437;BIOC 800 002;Full Term;BCB GRADUATE RESEARCH;Warmflash, Aryeh;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21090;BIOC 800 003;Full Term;BCB GRADUATE RESEARCH;Bartel, Bonnie;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21091;BIOC 800 004;Full Term;BCB GRADUATE RESEARCH;Beckingham, Kathleen M.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
24560;BIOC 800 005;Full Term;BCB GRADUATE RESEARCH;Bennett, George N.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21092;BIOC 800 006;Full Term;BCB GRADUATE RESEARCH;Bennett, Matthew;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21093;BIOC 800 007;Full Term;BCB GRADUATE RESEARCH;Braam, Janet;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21094;BIOC 800 008;Full Term;BCB GRADUATE RESEARCH;Carson, Daniel D.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21095;BIOC 800 011;Full Term;BCB GRADUATE RESEARCH;Farach-Carson, Mary C.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21096;BIOC 800 012;Full Term;BCB GRADUATE RESEARCH;Gustin, Michael;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
24562;BIOC 800 014;Full Term;BCB GRADUATE RESEARCH;Chappell, James E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21097;BIOC 800 016;Full Term;BCB GRADUATE RESEARCH;Lwigale, Peter Y.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21098;BIOC 800 017;Full Term;BCB GRADUATE RESEARCH;Matsuda, Seiichi P.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21540;BIOC 800 019;Full Term;BCB GRADUATE RESEARCH;McNew, James A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
24273;BIOC 800 021;Full Term;BCB GRADUATE RESEARCH;Nikonowicz, Edward P.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21099;BIOC 800 025;Full Term;BCB GRADUATE RESEARCH;Phillips, George N.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21541;BIOC 800 026;Full Term;BCB GRADUATE RESEARCH;Segatori, Laura;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21100;BIOC 800 027;Full Term;BCB GRADUATE RESEARCH;Shamoo, Yousif;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21101;BIOC 800 028;Full Term;BCB GRADUATE RESEARCH;Silberg, Jonathan J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21102;BIOC 800 029;Full Term;BCB GRADUATE RESEARCH;Stern, Michael;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21103;BIOC 800 031;Full Term;BCB GRADUATE RESEARCH;Tao, Yizhi J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21104;BIOC 800 032;Full Term;BCB GRADUATE RESEARCH;Wagner, Daniel S.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
24563;BIOC 800 033;Full Term;BCB GRADUATE RESEARCH;Uribe, Rosa A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21542;BIOC 800 035;Full Term;BCB GRADUATE RESEARCH;Zhong, Weiwei;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
22573;BIOC 800 042;Full Term;BCB GRADUATE RESEARCH;Kirienko, Natalia V.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21543;BIOC 800 051;Full Term;BCB GRADUATE RESEARCH;Tao, Yizhi J.Zhong, Weiwei;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
21438;BIOC 800 052;Full Term;BCB GRADUATE RESEARCH;Levine, HerbertFarach-Carson, Mary C.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
20528;CHEM 110 001;Full Term;FRESHMAN CHEMISTRY SEMINAR;Matsuda, Seiichi P.;2:30PM - 3:59PM T TBA TBA2-MAY-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;1
20060;CHEM 122 S01;Full Term;GENERAL CHEMISTRY II;Tran Lu, Lesa;8:00AM - 8:50AM MWF BRK 10129-APR-2018 7:00PM - 10:00PM U TBA TBAScheduled Final Exam-OTR Room;3
20878;CHEM 122 S02;Full Term;GENERAL CHEMISTRY II;Kincaid, Kristi;10:00AM - 10:50AM MWF BRK 10129-APR-2018 7:00PM - 10:00PM U TBA TBAScheduled Final Exam-OTR Room;3
20864;CHEM 122 S03;Full Term;GENERAL CHEMISTRY II;Tran Lu, Lesa;1:00PM - 1:50PM MWF BRK 10129-APR-2018 7:00PM - 10:00PM U TBA TBAScheduled Final Exam-OTR Room;3
20431;CHEM 124 001;Full Term;GENERAL CHEMISTRY LAB II;Kincaid, Kristi;2:00PM - 5:30PM M DBH 2001-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;1
20063;CHEM 124 002;Full Term;GENERAL CHEMISTRY LAB II;Kincaid, KristiAgah, Shaghayegh;6:30PM - 10:00PM M DBH 2002-MAY-2018 2:00PM - 5:00PM W TBA TBANo Final Exam;1
20064;CHEM 124 003;Full Term;GENERAL CHEMISTRY LAB II;Kincaid, Kristi;2:00PM - 5:30PM T DBH 2002-MAY-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;1
20062;CHEM 124 004;Full Term;GENERAL CHEMISTRY LAB II;Kincaid, Kristi;2:00PM - 5:30PM T DBH 2002-MAY-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;1
20374;CHEM 124 005;Full Term;GENERAL CHEMISTRY LAB II;Kincaid, Kristi;2:00PM - 5:30PM W DBH 20028-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;1
20065;CHEM 124 006;Full Term;GENERAL CHEMISTRY LAB II;Kincaid, Kristi;2:00PM - 5:30PM W DBH 20028-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;1
20432;CHEM 152 S01;Full Term;HONORS CHEMISTRY II;Weisman, R B.;10:00AM - 10:50AM MWF DBH 18029-APR-2018 7:00PM - 10:00PM U TBA TBAScheduled Final Exam-OTR Room;3
20433;CHEM 154 001;Full Term;HONORS CHEMISTRY LABORATORY II;Gilbertson, Michelle L.Marincel, Daniel M.;1:00PM - 5:00PM R DBH 20025-APR-2018 2:00PM - 5:00PM W TBA TBANo Final Exam;1
20735;CHEM 176 001;Full Term;THE CHEMISTRY OF ART;Whitmire, Kenton H.;10:50AM - 12:05PM TR DBH 34426-APR-2018 9:00AM - 12:00PM R TBA TBAScheduled Final Exam-OTR Room;3
25363;CHEM 210 001;Full Term;WILD TOPICS CHEM AND NANOTECH;Tour, James M.;3:00PM - 3:50PM F DBH 1801-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;1
20373;CHEM 211 S01;Full Term;ORGANIC CHEMISTRY I;Yost, Julianne;10:50AM - 12:05PM TR HRG 10029-APR-2018 7:00PM - 10:00PM U TBA TBAScheduled Final Exam-OTR Room;3
20066;CHEM 212 S01;Full Term;ORGANIC CHEMISTRY II;Hartgerink, Jeffrey D.;10:50AM - 12:05PM TR KCK 10029-APR-2018 7:00PM - 10:00PM U TBA TBAScheduled Final Exam-OTR Room;3
21960;CHEM 213 001;Full Term;ORGANIC CHEMISTRY DISCUSSION;Yost, Julianne;1:00PM - 1:50PM M BRK 1031-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;0
21961;CHEM 213 002;Full Term;ORGANIC CHEMISTRY DISCUSSION;Yost, Julianne;2:00PM - 2:50PM M BRK 1031-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;0
21962;CHEM 213 003;Full Term;ORGANIC CHEMISTRY DISCUSSION;Yost, JulianneVishnyakova, Elena;3:00PM - 3:50PM M BRK 1031-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;0
21963;CHEM 213 004;Full Term;ORGANIC CHEMISTRY DISCUSSION;Yost, Julianne;1:00PM - 1:50PM F GRB W21225-APR-2018 2:00PM - 5:00PM W TBA TBANo Final Exam;0
21964;CHEM 213 005;Full Term;ORGANIC CHEMISTRY DISCUSSION;Yost, Julianne;2:00PM - 2:50PM F GRB W21228-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;0
25309;CHEM 213 006;Full Term;ORGANIC CHEMISTRY DISCUSSION;Yost, JulianneVishnyakova, Elena;11:00AM - 11:50AM M GRB W21125-APR-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;0
25310;CHEM 213 007;Full Term;ORGANIC CHEMISTRY DISCUSSION;Yost, JulianneVishnyakova, Elena;11:00AM - 11:50AM F DBH 21025-APR-2018 2:00PM - 5:00PM W TBA TBANo Final Exam;0
25404;CHEM 213 008;Full Term;ORGANIC CHEMISTRY DISCUSSION;Yost, JulianneVishnyakova, Elena;1:00PM - 1:50PM M GRB W2121-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;0
21965;CHEM 214 001;Full Term;ORGANIC CHEM DISCUSSION II;Hartgerink, Jeffrey D.Hahn, Sarah A.;11:00AM - 11:50AM M KCK 10125-APR-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;0
21967;CHEM 214 002;Full Term;ORGANIC CHEM DISCUSSION II;Hartgerink, Jeffrey D.O'Leary, Lesley R.;1:00PM - 1:50PM M KCK 1011-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;0
21971;CHEM 214 003;Full Term;ORGANIC CHEM DISCUSSION II;Hartgerink, Jeffrey D.O'Leary, Lesley R.;2:00PM - 2:50PM M KCK 1011-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;0
21972;CHEM 214 004;Full Term;ORGANIC CHEM DISCUSSION II;Hartgerink, Jeffrey D.O'Leary, Lesley R.;3:00PM - 3:50PM M KCK 1011-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;0
21974;CHEM 214 005;Full Term;ORGANIC CHEM DISCUSSION II;Hartgerink, Jeffrey D.Hahn, Sarah A.;4:00PM - 4:50PM M KCK 10130-APR-2018 7:00PM - 10:00PM M TBA TBANo Final Exam;0
21975;CHEM 214 006;Full Term;ORGANIC CHEM DISCUSSION II;Hartgerink, Jeffrey D.Hahn, Sarah A.;11:00AM - 11:50AM F KCK 10125-APR-2018 2:00PM - 5:00PM W TBA TBANo Final Exam;0
21977;CHEM 214 007;Full Term;ORGANIC CHEM DISCUSSION II;Hartgerink, Jeffrey D.O'Leary, Lesley R.;1:00PM - 1:50PM F KCK 10125-APR-2018 2:00PM - 5:00PM W TBA TBANo Final Exam;0
21979;CHEM 214 008;Full Term;ORGANIC CHEM DISCUSSION II;Hartgerink, Jeffrey D.O'Leary, Lesley R.;2:00PM - 2:50PM F KCK 10128-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;0
21981;CHEM 214 009;Full Term;ORGANIC CHEM DISCUSSION II;Hartgerink, Jeffrey D.O'Leary, Lesley R.;3:00PM - 3:50PM F KCK 1011-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;0
24334;CHEM 215 001;Full Term;ORGANIC CHEMISTRY LAB;McNeil, Caroline V.;1:00PM - 4:30PM M DBH 2801-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;2
20067;CHEM 215 002;Full Term;ORGANIC CHEMISTRY LAB;McNeil, Caroline V.;6:30PM - 9:50PM M DBH 2802-MAY-2018 2:00PM - 5:00PM W TBA TBANo Final Exam;2
20068;CHEM 215 003;Full Term;ORGANIC CHEMISTRY LAB;McNeil, Caroline V.;1:00PM - 4:30PM W DBH 28026-APR-2018 7:00PM - 10:00PM R TBA TBANo Final Exam;2
20069;CHEM 215 004;Full Term;ORGANIC CHEMISTRY LAB;McNeil, Caroline V.;1:00PM - 4:30PM R DBH 28025-APR-2018 2:00PM - 5:00PM W TBA TBANo Final Exam;2
20733;CHEM 220 001;Full Term;UNDERGRADUATE CHEMISTRY SEM;Engel, Paul S.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1
24786;CHEM 311 001;Full Term;PHYSICAL CHEMISTRY I;Clementi, Cecilia;10:50AM - 12:05PM TR DBH 18026-APR-2018 9:00AM - 12:00PM R TBA TBAScheduled Final Exam-OTR Room;3
20608;CHEM 320 001;Full Term;ORGANIC CHEMISTRY II;Ball, Zachary T.;10:50AM - 12:05PM TR DBH 2101:00PM - 1:50PM F DBH 21029-APR-2018 7:00PM - 10:00PM U TBA TBAScheduled Final Exam-OTR Room;3
20071;CHEM 360 001;Full Term;INORGANIC CHEMISTRY;Marti-Arbona, Angel A.;9:25AM - 10:40AM TR DBH 18028-APR-2018 9:00AM - 12:00PM S TBA TBAScheduled Final Exam-OTR Room;3
24101;CHEM 362 001;Full Term;INORGANIC CHEMISTRY DISCUSSION;Marti-Arbona, Angel A.;6:00PM - 6:50PM R ABL 12326-APR-2018 7:00PM - 10:00PM R TBA TBANo Final Exam;0
24098;CHEM 362 002;Full Term;INORGANIC CHEMISTRY DISCUSSION;Marti-Arbona, Angel A.;3:00PM - 3:50PM F ABL 1231-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;0
24099;CHEM 362 003;Full Term;INORGANIC CHEMISTRY DISCUSSION;Marti-Arbona, Angel A.;4:00PM - 4:50PM F GRB W211No Final Exam;0
21313;CHEM 365 001;Full Term;ORGANIC CHEMISTRY LAB;Engel, Paul S.;2:00PM - 5:50PM T DBH 2803:00PM - 3:50PM F DBH 2701-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;2
21525;CHEM 368 001;Full Term;CHEMICAL MEASUREMENT LAB;Link, Stephan;1:00PM - 4:50PM M DBH 2142:00PM - 2:50PM F DBH 21028-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;2
21466;CHEM 368 002;Full Term;CHEMICAL MEASUREMENT LAB;Link, Stephan;1:00PM - 4:50PM T DBH 2142:00PM - 2:50PM F DBH 21028-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;2
21526;CHEM 368 003;Full Term;CHEMICAL MEASUREMENT LAB;Link, Stephan;1:00PM - 4:50PM W DBH 2142:00PM - 2:50PM F DBH 21028-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;2
24520;CHEM 368 004;Full Term;CHEMICAL MEASUREMENT LAB;Link, Stephan;1:00PM - 4:50PM R DBH 2142:00PM - 2:50PM F DBH 21028-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;2
25449;CHEM 368 005;Full Term;CHEMICAL MEASUREMENT LAB;Link, Stephan;2:00PM - 2:50PM F DBH 2106:00PM - 10:00PM M DBH 21428-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;2
21314;CHEM 391 001;Full Term;RESEARCH FOR UNDERGRADUATES;Tran Lu, Lesa;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 5
21315;CHEM 398 001;Full Term;ADV MOD DEV EXP UG CHEMISTRY;Ball, Zachary T.;TBA TBANo Final Exam;1
20375;CHEM 420 001;Full Term;CLASSICAL & STAT THERMODYNAMIC;Kolomeisky, Anatoly B.;9:25AM - 10:40AM TR HBH 2128-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
24320;CHEM 475 002;Full Term;PHYS METH INORGANIC CHEMISTRY;Barron, Andrew R.Raja Manuri, Venkata Pavan;8:00AM - 9:15AM TR DBH 2101-MAY-2018 7:00PM - 10:00PM T TBA TBANo Final Exam;3
20480;CHEM 491 001;Full Term;RESEARCH FOR UNDERGRADUATES;Tran Lu, Lesa;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 5
20734;CHEM 493 001;Full Term;UNDERGRADUATE HONORS RESEARCH;Tran Lu, Lesa;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;5
21985;CHEM 511 001;Full Term;SPECTRAL METHODS ORGANIC CHEM;Engel, Paul S.;11:00AM - 11:50AM MWF HBH 21GR Course-Dept Schedules Exam;3
21958;CHEM 520 001;Full Term;CLASSICAL & STAT THERMODYNAMIC;Kolomeisky, Anatoly B.;9:25AM - 10:40AM TR HBH 21GR Course-Dept Schedules Exam;3
24100;CHEM 523 001;2nd Half of Full Term;MOLECULAR DYNAMICS METHODS;Clementi, Cecilia;7:00PM - 8:15PM MW ABL 123GR Course-Dept Schedules Exam;1.5
23525;CHEM 531 001;Full Term;ADV QUANTUM CHEMISTRY;Scuseria, Gustavo E.;10:50AM - 12:05PM TR ABL 305GR Course-Dept Schedules Exam;3
21987;CHEM 541 001;1st Half of Full Term;MOLECULES CHANGED THE WORLD;Nicolaou, Kyriacos C.;8:00AM - 9:15AM TR BRC 285GR Course-Dept Schedules Exam;1.5
21986;CHEM 542 001;Full Term;MEDICINAL CHEMISTRY I;Yost, Julianne;10:00AM - 10:50AM MWF GRB W211GR Course-Dept Schedules Exam;3
25100;CHEM 553 001;Full Term;NAMED REACTIONS IN SYNTHESIS;Kurti, Laszlo;8:30AM - 9:45AM MW DBH 210GR Course-Dept Schedules Exam;3
22613;CHEM 559 002;Full Term;SPEC SINGLE MOLECULE/PARTICLE;Landes, Christy F.;10:50AM - 12:05PM TR DBH 214GR Course-Dept Schedules Exam;3
24321;CHEM 575 002;Full Term;PHYS METH INORGANIC CHEMISTRY;Barron, Andrew R.Raja Manuri, Venkata Pavan;8:00AM - 9:15AM TR DBH 210GR Course-Dept Schedules Exam;3
25461;CHEM 580 002;Full Term;MICROSCOPY METHODS;Ringe, Emilie;1:00PM - 2:15PM WF MEL 254GR Course-Dept Schedules Exam;3
24343;CHEM 582 001;Full Term;ELECTRON MICROSCOPY CENTER LAB;Ringe, Emilie;TBA TBAGR Course-Dept Schedules Exam;1
20370;CHEM 600 001;Full Term;GRADUATE SEMINAR;Weisman, R B.;12:00PM - 12:50PM M DBH 180GR Course-Dept Schedules Exam;1
20371;CHEM 600 002;Full Term;GRADUATE SEMINAR;Hartgerink, Jeffrey D.;1:00PM - 2:00PM T BRC 282GR Course-Dept Schedules Exam;1
20072;CHEM 600 003;Full Term;GRADUATE SEMINAR;Tour, James M.Gilbertson, Michelle L.;12:15PM - 1:15PM R DBH 180GR Course-Dept Schedules Exam;1
21988;CHEM 656 001;Full Term;CLASSICS IN SYNTHESIS;Nicolaou, Kyriacos C.;9:25AM - 10:40AM TR BRC 308GR Course-Dept Schedules Exam;1.5
20481;CHEM 700 001;Full Term;TEACHING PRACTICUM;Gilbertson, Michelle L.;TBA TBAGR Course-Dept Schedules Exam;2
25322;CHEM 800 001;Full Term;GRADUATE RESEARCH;Ajayan, Pulickel M.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25323;CHEM 800 002;Full Term;GRADUATE RESEARCH;Alvarez, Pedro J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25324;CHEM 800 003;Full Term;GRADUATE RESEARCH;Ball, Zachary T.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25325;CHEM 800 004;Full Term;GRADUATE RESEARCH;Barron, Andrew R.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25326;CHEM 800 005;Full Term;GRADUATE RESEARCH;Clementi, Cecilia;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25327;CHEM 800 006;Full Term;GRADUATE RESEARCH;Halas, Nancy J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25328;CHEM 800 007;Full Term;GRADUATE RESEARCH;Hartgerink, Jeffrey D.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25329;CHEM 800 008;Full Term;GRADUATE RESEARCH;Kolomeisky, Anatoly B.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25330;CHEM 800 009;Full Term;GRADUATE RESEARCH;Kurti, Laszlo;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25331;CHEM 800 010;Full Term;GRADUATE RESEARCH;Landes, Christy F.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25332;CHEM 800 011;Full Term;GRADUATE RESEARCH;Link, Stephan;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25333;CHEM 800 012;Full Term;GRADUATE RESEARCH;Marti-Arbona, Angel A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25334;CHEM 800 013;Full Term;GRADUATE RESEARCH;Matsuda, Seiichi P.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25335;CHEM 800 014;Full Term;GRADUATE RESEARCH;Morosan, Emilia;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25336;CHEM 800 015;Full Term;GRADUATE RESEARCH;Nicolaou, Kyriacos C.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25337;CHEM 800 016;Full Term;GRADUATE RESEARCH;Nordlander, Peter J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25338;CHEM 800 017;Full Term;GRADUATE RESEARCH;Onuchic, Jose;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
20482;CHEM 800 018;Full Term;GRADUATE RESEARCH;Pasquali, Matteo;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25339;CHEM 800 019;Full Term;GRADUATE RESEARCH;Ringe, Emilie;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25340;CHEM 800 020;Full Term;GRADUATE RESEARCH;Scuseria, Gustavo E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25350;CHEM 800 021;Full Term;GRADUATE RESEARCH;Xiao, Han;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25341;CHEM 800 022;Full Term;GRADUATE RESEARCH;Tour, James M.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25342;CHEM 800 023;Full Term;GRADUATE RESEARCH;Weisman, R B.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25343;CHEM 800 024;Full Term;GRADUATE RESEARCH;Whitmire, Kenton H.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25344;CHEM 800 025;Full Term;GRADUATE RESEARCH;Wilson, Lon J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25345;CHEM 800 026;Full Term;GRADUATE RESEARCH;Wolynes, Peter;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25346;CHEM 800 027;Full Term;GRADUATE RESEARCH;Suh, Junghae;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25347;CHEM 800 028;Full Term;GRADUATE RESEARCH;Verduzco, Rafael;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25348;CHEM 800 029;Full Term;GRADUATE RESEARCH;Zubarev, Eugene R.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25349;CHEM 800 030;Full Term;GRADUATE RESEARCH;Young, Damian W.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25352;CHEM 800 031;Full Term;GRADUATE RESEARCH;Jones, Matthew R.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
25451;CHEM 800 032;Full Term;GRADUATE RESEARCH;Pagel, Mark;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
24386;EBIO 116 002;1st Half of Full Term;FRESHMAN BIOLOGY SEMINAR (EEB);Carter, Shannon K.;4:00PM - 5:15PM T ABL 211BNo Final Exam;1
24290;EBIO 124 001;Full Term;INTRO TO EEB;Vu, Huy D.;9:25AM - 10:40AM TR AEL B20928-APR-2018 9:00AM - 12:00PM S TBA TBAScheduled Final Exam-OTR Room;3
20392;EBIO 202 S01;Full Term;INTRODUCTORY BIOLOGY II;Solomon, Scott E.;9:00AM - 9:50AM MWF BRK 10126-APR-2018 2:00PM - 5:00PM R TBA TBATake-Home Exam;3
20393;EBIO 204 001;Full Term;COMMUNITY GARDEN;Novak, Joseph R.;4:00PM - 4:50PM R ABL 12327-APR-2018 2:00PM - 5:00PM F TBA TBANo Final Exam;1
21642;EBIO 213 001;2nd Half of Full Term;INTRO EXP ECOL & EVOL BIOL;Solomon, Scott E.;1:00PM - 4:50PM T ABL 1242:00PM - 2:50PM M BRK 1011-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;2
21643;EBIO 213 002;2nd Half of Full Term;INTRO EXP ECOL & EVOL BIOL;Solomon, Scott E.;1:00PM - 4:50PM W ABL 1242:00PM - 2:50PM M BRK 1011-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;2
21644;EBIO 213 003;2nd Half of Full Term;INTRO EXP ECOL & EVOL BIOL;Solomon, Scott E.;1:00PM - 4:50PM R ABL 1242:00PM - 2:50PM M BRK 1011-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;2
21840;EBIO 215 002;Full Term;BIOS LAB TEACHING;Solomon, Scott E.;TBA TBANo Final Exam;1 TO 3
23266;EBIO 215 003;2nd Half of Full Term;BIOS LAB TEACHING;Solomon, Scott E.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 3
20869;EBIO 270 001;Full Term;ECOSYSTEM MANAGEMENT;Hartley, Maria K.Siemann, Evan H.;4:00PM - 6:50PM R HBH 42727-APR-2018 2:00PM - 5:00PM F TBA TBAScheduled Final Exam-OTR Room;3
21647;EBIO 306 001;Full Term;EEB UNDERGRADUATES IND RES;Dunham, Amy E.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 3
21671;EBIO 306 002;Full Term;EEB UNDERGRADUATES IND RES;Egan, Scott P.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 3
21648;EBIO 306 003;Full Term;EEB UNDERGRADUATES IND RES;Kohn, Hans M.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 3
22633;EBIO 306 004;Full Term;EEB UNDERGRADUATES IND RES;Miller, Thomas E.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 3
24564;EBIO 306 005;Full Term;EEB UNDERGRADUATES IND RES;Rudolf, Volker;TBA TBANo Final Exam;1 TO 3
