CRN;Course;Session;Title;Instructor;Time/Location;Credits
24132;ASIA 338 001;Full Term;BIOETHICS & INDIAN TRADITIONS;Donaldson, Brianne G.;10:50AM - 12:05PM TR MEL 25426-APR-2018 9:00AM - 12:00PM R TBA TBAScheduled Final Exam-OTR Room;3
20713;ASIA 402 001;Full Term;INDEPENDENT STUDY;Ryang, Soon;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 15
25084;ASIA 422 001;Full Term;ORIGINAL BEAUTY OF CHINESE LIT;Qian, Nanxiu;4:00PM - 6:50PM W RZR 3042-MAY-2018 9:00AM - 12:00PM W TBA TBAScheduled Final Exam-OTR Room;3
24746;ASIA 488 001;Full Term;ASIA AND ENERGY;Lewis, Steven W.;7:00PM - 9:50PM W BKH 1022-MAY-2018 2:00PM - 5:00PM W TBA TBAScheduled Final Exam-OTR Room;3
24747;ASIA 495 001;Full Term;ASIAN STUDIES RESEARCH SEM;Ryang, Soon;1:00PM - 3:30PM W MEL 25126-APR-2018 7:00PM - 10:00PM R TBA TBANo Final Exam;3
21868;CHIN 142 001;Full Term;FIRST YEAR CHINESE II;Yeh, Meng;9:00AM - 9:50AM MWF RZR 20226-APR-2018 2:00PM - 5:00PM R TBA TBAScheduled Final Exam-OTR Room;3
21869;CHIN 142 002;Full Term;FIRST YEAR CHINESE II;Yeh, Meng;11:00AM - 11:50AM MWF HUM 32725-APR-2018 9:00AM - 12:00PM W TBA TBAScheduled Final Exam-OTR Room;3
24264;CHIN 142 003;Full Term;FIRST YEAR CHINESE II;Chien, Yi-Chia;1:00PM - 1:50PM MWF RZR 3041-MAY-2018 9:00AM - 12:00PM T TBA TBAScheduled Final Exam-OTR Room;3
20479;CHIN 212 001;Full Term;ACCEL ELEMENTARY CHINESE II;Chien, Yi-Chia;2:00PM - 2:50PM MWF RZR 30428-APR-2018 2:00PM - 5:00PM S TBA TBAScheduled Final Exam-OTR Room;3
21307;CHIN 264 001;Full Term;SECOND YEAR CHINESE II;Fu, Liang;10:00AM - 10:50AM MWF RZR 20230-APR-2018 9:00AM - 12:00PM M TBA TBAScheduled Final Exam-OTR Room;3
24265;CHIN 302 001;Full Term;THIRD YEAR CHINESE II;Fu, Liang;1:00PM - 1:50PM MWF RZR 2041-MAY-2018 9:00AM - 12:00PM T TBA TBAScheduled Final Exam-OTR Room;3
24788;CHIN 312 001;Full Term;ACCEL INTERMEDIATE CHINESE II;Fu, Liang;2:00PM - 2:50PM MWF RZR 20428-APR-2018 2:00PM - 5:00PM S TBA TBAScheduled Final Exam-OTR Room;3
25364;CHIN 330 001;Full Term;INTRO TO TRAD CHINESE POETRY;Qian, Nanxiu;1:00PM - 2:15PM TR RZR 30427-APR-2018 9:00AM - 12:00PM F TBA TBAScheduled Final Exam-OTR Room;3
24789;CHIN 402 001;Full Term;FOURTH YEAR CHINESE II;Chien, Yi-Chia;9:00AM - 9:50AM MWF RZR 30426-APR-2018 2:00PM - 5:00PM R TBA TBAScheduled Final Exam-OTR Room;3
25116;CHIN 422 001;Full Term;ORIGINAL BEAUTY OF CHINESE LIT;Qian, Nanxiu;4:00PM - 6:50PM W RZR 3042-MAY-2018 9:00AM - 12:00PM W TBA TBAScheduled Final Exam-OTR Room;3
20985;CLAS 108 001;Full Term;ROMAN CIVILIZATION &ITS LEGACY;McGill, Scott C.;1:00PM - 1:50PM MWF HRG 1001-MAY-2018 9:00AM - 12:00PM T TBA TBAScheduled Final Exam-OTR Room;3
20680;CLAS 235 001;Full Term;CLASSICAL MYTHOLOGY;Mackie, Hilary S.;3:00PM - 3:50PM MWF RZR 3051-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;3
21764;CLAS 301 001;Full Term;ANCIENT & MEDIEVAL PHILOSOPHY;Siewert, Charles;1:00PM - 1:50PM MWF HUM 1181-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;3
25380;CLAS 316 002;Full Term;DEMOCRACY & POLITICAL THEORY;Yunis, Harvey;2:30PM - 3:45PM TR RZR 20430-APR-2018 2:00PM - 5:00PM M TBA TBATake-Home Exam;3
25095;CLAS 319 001;Full Term;ANCIENTS VERSUS MODERNS;Clark, Frederic N.;2:00PM - 4:50PM W TBA TBANo Final Exam;3
25090;CLAS 477 001;Full Term;ROMAN PROTESTS AND REBELLIONS;Langenfeld, Kathryn A.;10:50AM - 12:05PM TR TBA TBAScheduled Final Exam-OTR Room;3
25517;CLAS 492 001;Full Term;SPECIAL TOPICS;Somerville, Ted;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
22591;CLAS 494 001;Full Term;SENIOR THESIS;McGill, Scott C.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
25504;CLAS 494 002;Full Term;SENIOR THESIS;Somerville, Ted;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
25564;CLIC 007 001;2nd Half of Full Term;VISITING RESEARCH;Kley, Katharina;TBA TBANo Final Exam;0
25115;CLIC 385 001;Full Term;INDEPENDENT STUDY;White, Alicia K.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBAScheduled Final Exam-Dept Room;1 TO 3
24802;CMST 202 001;Full Term;HISTORY OF CINEMA AND MEDIA II;Oukaderova, Lida;9:25AM - 10:40AM TR HRG 12628-APR-2018 9:00AM - 12:00PM S TBA TBAScheduled Final Exam-Dept Room;3
20352;ENGL 200 002;Full Term;CRITICAL READING AND WRITING;Johnson, Amanda L.;1:00PM - 2:15PM TR BKH 10227-APR-2018 9:00AM - 12:00PM F TBA TBANo Final Exam;3
20967;ENGL 200 003;Full Term;CRITICAL READING AND WRITING;Regier, Alexander;9:25AM - 10:40AM TR HUM 32828-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
23849;ENGL 245 001;Full Term;A BRIEF HISTORY OF MADNESS;Kozicki, Benjamin J.;11:00AM - 11:50AM MWF BKH 11625-APR-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;3
24808;ENGL 274 001;Full Term;HEAV,HELL,DANTE,MILTON,BEYOND;Campana, Joseph A.;10:50AM - 12:05PM TR MCA 23726-APR-2018 9:00AM - 12:00PM R TBA TBATake-Home Exam;3
20215;ENGL 300 001;Full Term;PRACTICES OF LITERARY STUDY;Hennessy, Rosemary;10:50AM - 12:05PM TR HUM 22726-APR-2018 9:00AM - 12:00PM R TBA TBANo Final Exam;3
20779;ENGL 300 002;Full Term;PRACTICES OF LITERARY STUDY;Derrick, Scott S.;1:00PM - 2:15PM TR MCA 23727-APR-2018 9:00AM - 12:00PM F TBA TBANo Final Exam;3
20539;ENGL 301 001;Full Term;INTRO TO FICTION WRITING;Schimmel, Ian B.;5:00PM - 7:50PM M WSC 14626-APR-2018 2:00PM - 5:00PM R TBA TBANo Final Exam;3
21052;ENGL 302 001;Full Term;SCREENWRITING;Dermont, Amber P.;2:30PM - 5:00PM T MCA 2102-MAY-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;3
24960;ENGL 304 001;Full Term;POETRY WKSP: UNSETTLING HABITS;Charara, Hayan;2:00PM - 3:15PM MW RZR 1061-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;3
23851;ENGL 306 001;Full Term;FAIRY TALE/FANTASY/SCI-FI WKSP;Dermont, Amber P.;3:00PM - 5:30PM W MCA 21029-APR-2018 2:00PM - 5:00PM U TBA TBANo Final Exam;3
24049;ENGL 309 001;Full Term;NONFICTION NATURE WRITING;Johnson, Lacy M.;1:00PM - 3:50PM T MCA 10327-APR-2018 9:00AM - 12:00PM F TBA TBANo Final Exam;3
25102;ENGL 309 002;Full Term;INTRO TO PODCASTING;Schimmel, Ian B.;2:30PM - 5:20PM W WSC 14628-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;3
24809;ENGL 316 001;Full Term;CHAUCER;Houlik-Ritchey, Emily M.;10:50AM - 12:05PM TR HRG 12526-APR-2018 9:00AM - 12:00PM R TBA TBANo Final Exam;3
21292;ENGL 321 001;Full Term;EARLY SHAKESPEARE;Skura, Meredith A.;9:25AM - 10:40AM TR RZR 10628-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
24812;ENGL 323 001;Full Term;RENAISSANCE DRAMA;Skura, Meredith A.;2:30PM - 3:45PM TR BKH 23330-APR-2018 2:00PM - 5:00PM M TBA TBANo Final Exam;3
24998;ENGL 325 001;Full Term;STUDY ABROAD: RICE AT EXETER;;No Final Exam;3
23857;ENGL 354 001;Full Term;QUEER LITERARY CULTURES;Lamos, Colleen R.;11:00AM - 11:50AM MWF HRG 22425-APR-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;3
20439;ENGL 357 001;Full Term;ORIGINS OF THE POSTMODERN;Morris, Wesley A.;2:30PM - 3:45PM TR BKH 22930-APR-2018 2:00PM - 5:00PM M TBA TBANo Final Exam;3
24813;ENGL 359 001;Full Term;WRITING ON/OFF NEW ORLEANS;Browning, Logan D.;11:00AM - 11:50AM MWF HRG 12525-APR-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;3
20540;ENGL 361 001;Full Term;US LITERATURE CIVIL WAR TO WWI;Johnson, Amanda L.;4:00PM - 5:15PM TR BKH 23327-APR-2018 2:00PM - 5:00PM F TBA TBANo Final Exam;3
23859;ENGL 364 001;Full Term;MODERN AMERICAN POETRY;Morris, Wesley A.;9:25AM - 10:40AM TR RZR 11328-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
24814;ENGL 368 001;Full Term;LITERATURE & THE ENVIRONMENT;Morton, Timothy;1:00PM - 1:50PM MWF MCA 2371-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;3
22014;ENGL 371 001;Full Term;CHICANA FEMINISM;Valdez, Elena V.;1:00PM - 1:50PM MWF BKH 2291-MAY-2018 9:00AM - 12:00PM T TBA TBAScheduled Final Exam-OTR Room;3
24816;ENGL 374 001;Full Term;HOLLYWOOD CINEMA;Roof, Judith A.;4:00PM - 5:15PM TR BKH 22927-APR-2018 2:00PM - 5:00PM F TBA TBANo Final Exam;3
23860;ENGL 375 002;Full Term;FILM AND LITERATURE;Snow, Edward A.;1:00PM - 2:15PM TR HRG 22427-APR-2018 9:00AM - 12:00PM F TBA TBANo Final Exam;3
24984;ENGL 381 001;Full Term;VIRGINIA WOOLF AND COMPANY;Lamos, Colleen R.;1:00PM - 1:50PM MWF BKH 2331-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;3
24817;ENGL 383 001;Full Term;GLOBAL FICTIONS;Joseph, Betty;9:25AM - 10:40AM TR HUM 11828-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
24818;ENGL 385 001;Full Term;FILMS OF ALFRED HITCHCOCK;Snow, Edward A.;10:50AM - 12:05PM TR HRG 22426-APR-2018 9:00AM - 12:00PM R TBA TBANo Final Exam;3
23861;ENGL 386 001;Full Term;MEDICAL MEDIA ARTS LAB;Ostherr, Kirsten A.;2:30PM - 3:45PM TR BRC 28430-APR-2018 2:00PM - 5:00PM M TBA TBANo Final Exam;4
24999;ENGL 389 001;Full Term;ISSUES OF ACCESS;Comer, Krista;2:00PM - 3:15PM MW HUM 1191-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;3
24820;ENGL 392 001;Full Term;CONTEMPORARY POETRY;Logan, Jill T.;9:25AM - 10:40AM TR HUM 12028-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
20345;ENGL 401 001;Full Term;NARR DESIGN IN LONGER FICTION;Cronin, Justin C.;2:00PM - 4:50PM M HNZ 2011-MAY-2018 2:00PM - 5:00PM T TBA TBAScheduled Final Exam-OTR Room;4
24821;ENGL 441 001;Full Term;VIC. DOMESTIC ENVIRONMENTS;Logan, Jill T.;2:30PM - 5:20PM R HNZ 20130-APR-2018 2:00PM - 5:00PM M TBA TBANo Final Exam;3
24822;ENGL 485 001;Full Term;MODERNISM;Roof, Judith A.;1:00PM - 3:50PM T HNZ 20127-APR-2018 9:00AM - 12:00PM F TBA TBANo Final Exam;3
21297;ENGL 493 001;Full Term;R2 JOURNAL EDITORS,STAFF,MGMT;Schimmel, Ian B.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 6
25130;ENGL 493 002;Full Term;INDEPENDENT STUDY/DIR READING;Roof, Judith A.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 6
25465;ENGL 493 003;Full Term;INDEPENDENT STUDY/DIR READING;Houlik-Ritchey, Emily M.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 6
25480;ENGL 493 004;Full Term;INDEPENDENT STUDY/DIR READING;Ostherr, Kirsten A.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 6
24823;ENGL 495 011;Full Term;SENIOR THESIS;Hennessy, RosemaryAranda, Jose F.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
24824;ENGL 495 012;Full Term;SENIOR THESIS;Dermont, Amber P.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
24825;ENGL 495 013;Full Term;SENIOR THESIS;Houlik-Ritchey, Emily M.;TBA TBANo Final Exam;3
24826;ENGL 495 015;Full Term;SENIOR THESIS;Roof, Judith A.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
24828;ENGL 495 017;Full Term;SENIOR THESIS;Johnson, Lacy M.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
24829;ENGL 495 018;Full Term;SENIOR THESIS;Johnson, Amanda L.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
25376;ENGL 495 019;Full Term;SENIOR THESIS;Waligora-Davis, Nicole;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
23301;ENGL 510 001;Full Term;PEDAGOGY SEMINAR;Waligora-Davis, Nicole;2:30PM - 5:20PM T GRW 220GR Course-Dept Schedules Exam;3
24830;ENGL 532 001;Full Term;OTHER WORLDS OF 18TH CENTURY;Joseph, Betty;2:30PM - 5:20PM T HRG 224GR Course-Dept Schedules Exam;3
24831;ENGL 591 001;Full Term;ECOLOGY AND PHILOSOPHY;Morton, Timothy;2:00PM - 4:50PM W MCA 103GR Course-Dept Schedules Exam;3
24832;ENGL 592 001;Full Term;WALLACE STEVENS AND OTHERS;Wolfe, Cary E.;2:00PM - 4:50PM M HRG 224GR Course-Dept Schedules Exam;3
24833;ENGL 602 001;Full Term;SPRING TEACHING PRACTICUM;Regier, Alexander;TBA TBAGR Course-Dept Schedules Exam;3
24835;ENGL 610 001;Full Term;TOPICS IN LITERARY STUDIES 2;Aranda, Jose F.Houlik-Ritchey, Emily M.;2:30PM - 5:20PM R HRG 224GR Course-Dept Schedules Exam;3
24836;ENGL 622 006;Full Term;SPRING DIRECTED READING;Skura, Meredith A.;TBA TBAGR Course-Dept Schedules Exam;3
25489;ENGL 622 007;Full Term;SPRING DIRECTED READING;;GR Course-Dept Schedules Exam;3
21053;ENGL 704 001;Full Term;SPRING RESRCH LDG TO CANDIDACY;Campana, Joseph A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24837;ENGL 704 002;Full Term;RESEARCH LEADING TO CANDIDACY;Hennessy, Rosemary;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24995;ENGL 704 003;Full Term;RESEARCH LEADING TO CANDIDACY;Roof, Judith A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24996;ENGL 704 004;Full Term;RESEARCH LEADING TO CANDIDACY;Michie, Helena;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24997;ENGL 704 005;Full Term;RESEARCH LEADING TO CANDIDACY;Ellenzweig, Sarah;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
23907;ENGL 800 003;Full Term;PHD RESEARCH AND THESIS;Aranda, Jose F.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24838;ENGL 800 004;Full Term;PHD RESEARCH AND THESIS;Campana, Joseph A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24990;ENGL 800 005;Full Term;PHD RESEARCH AND THESIS;Levander, Caroline F.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24991;ENGL 800 006;Full Term;PHD RESEARCH AND THESIS;Michie, Helena;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24992;ENGL 800 007;Full Term;PHD RESEARCH AND THESIS;Morton, Timothy;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24993;ENGL 800 008;Full Term;PHD RESEARCH AND THESIS;Ostherr, Kirsten A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24994;ENGL 800 009;Full Term;PHD RESEARCH AND THESIS;Roof, Judith A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24333;FILM 180 002;Full Term;14 FILMS BEFORE YOU GRADUATE;Brennan, Marcia G.;1:00PM - 4:50PM M HUM 1201-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;4
23586;FILM 218 001;Full Term;EAST/NORTHEAST ASIA FILM HIST;Barlow, Tani;7:00PM - 9:50PM M SEW 30130-APR-2018 7:00PM - 10:00PM M TBA TBANo Final Exam;3
24959;FILM 275 001;Full Term;COMICS AND SEQUENTIAL ART;Sperandio, Christopher J.;1:00PM - 3:50PM TR SEW 40527-APR-2018 9:00AM - 12:00PM F TBA TBANo Final Exam;3
20804;FILM 284 001;Full Term;NONFICTION FILM;Dove, Charles;1:00PM - 4:50PM M MED 1001-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;4
21425;FILM 323 001;Full Term;EXPERIMENTAL SOUND AND VIDEO;Hunter, Allison M.Stallmann, Kurt D.;2:00PM - 4:30PM M MED 1301-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;3
20531;FILM 328 001;Full Term;FILMMAKING I;Huberman, Brian M.Stringer, Tish M.;2:30PM - 5:30PM R MED 10030-APR-2018 2:00PM - 5:00PM M TBA TBANo Final Exam;3
21051;FILM 339 701;Full Term;TRENDS IN CUBAN CULTURE;Duno-Gottberg, LuisLopez Duran, Maria Fabiola;7:00PM - 9:30PM T HRG 126No Final Exam;3
24659;FILM 351 001;Full Term;HOLOCAUST REPRESENTATION;Weininger, Melissa S.;10:00AM - 10:50AM MWF HUM 32830-APR-2018 9:00AM - 12:00PM M TBA TBANo Final Exam;3
23862;FILM 381 001;Full Term;MEDICAL MEDIA ARTS LAB;Ostherr, Kirsten A.;2:30PM - 3:45PM TR BRC 284No Final Exam;4
24819;FILM 385 001;Full Term;FILMS OF ALFRED HITCHCOCK;Snow, Edward A.;10:50AM - 12:05PM TR HRG 22426-APR-2018 9:00AM - 12:00PM R TBA TBANo Final Exam;3
21034;FILM 420 001;Full Term;FILM STUDIO;Stringer, Tish M.;9:25AM - 10:40AM TR MED 10028-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
21262;FILM 432 001;Full Term;FILM GENRE: THE WESTERN;Huberman, Brian M.;7:00PM - 9:50PM T MED 10030-APR-2018 7:00PM - 10:00PM M TBA TBANo Final Exam;3
22239;FILM 435 001;Full Term;SEMINAR ON FILM AUTHORSHIP;Dove, Charles;1:00PM - 4:50PM W MED 10026-APR-2018 7:00PM - 10:00PM R TBA TBANo Final Exam;4
25528;FILM 456 001;Full Term;SPECIAL PROBLEM: FILMMAKING;Stringer, Tish M.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
24970;FOTO 200 001;Full Term;PHOTOGRAPHY IN THE COMMUNITY;Winningham, Geoffrey L.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
24968;FOTO 210 0F1;Full Term;BEGINNING DIGITAL PHOTOGRAPY;Hester, Paul;2:00PM - 5:00PM R TBA TBA30-APR-2018 2:00PM - 5:00PM M TBA TBAScheduled Final Exam-Dept Room;3
24969;FOTO 366 0F1;Full Term;ROAD TRIP PHOTOGRAPHY;Hester, Paul;2:00PM - 5:00PM F TBA TBA28-APR-2018 2:00PM - 5:00PM S TBA TBAScheduled Final Exam-Dept Room;3
23773;FOTO 383 001;Full Term;PHOTOGRAPHY BOOKMAKING;Winningham, Geoffrey L.;4:00PM - 5:15PM TR MED 10327-APR-2018 2:00PM - 5:00PM F TBA TBANo Final Exam;3
23774;FOTO 410 0F1;Full Term;ADVANCED DIGITAL PHOTOGRAPHY;Hunter, Allison M.;2:00PM - 4:30PM W TBA TBA28-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;3
25361;FOTO 454 001;Full Term;SPECIAL PROBLEMS-PHOTOGRAPHY;Hester, Paul;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
25438;FOTO 454 002;Full Term;SPECIAL PROBLEMS-PHOTOGRAPHY;Hester, Paul;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
21879;FREN 142 001;Full Term;FIRST YEAR FRENCH II;Kaplan, S. C.;9:00AM - 9:50AM MWF RZR 22726-APR-2018 2:00PM - 5:00PM R TBA TBAScheduled Final Exam-OTR Room;3
21881;FREN 142 002;Full Term;FIRST YEAR FRENCH II;Emami, Maryam;10:00AM - 10:50AM MWF RZR 30430-APR-2018 9:00AM - 12:00PM M TBA TBAScheduled Final Exam-OTR Room;3
23932;FREN 142 003;Full Term;FIRST YEAR FRENCH II;Emami, Maryam;11:00AM - 11:50AM MWF RZR 30425-APR-2018 9:00AM - 12:00PM W TBA TBAScheduled Final Exam-OTR Room;3
23393;FREN 264 001;Full Term;SECOND YEAR FRENCH II;Kaplan, S. C.;10:00AM - 10:50AM MWF RZR 22730-APR-2018 9:00AM - 12:00PM M TBA TBAScheduled Final Exam-OTR Room;3
24790;FREN 264 002;Full Term;SECOND YEAR FRENCH II;Kaplan, S. C.;11:00AM - 11:50AM MWF RZR 22725-APR-2018 9:00AM - 12:00PM W TBA TBAScheduled Final Exam-OTR Room;3
21254;FREN 302 001;Full Term;WRITING WORKSHOP;Fette, Julie;11:00AM - 11:50AM MWF RZR 20425-APR-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;3
24841;FREN 307 001;Full Term;FRENCH CULTURAL IDENTITY I;Nelson-Campbell, Deborah H.;9:25AM - 10:40AM TR RZR 30528-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
20369;FREN 312 001;Full Term;MAJ LIT WORKS POST-REV FRANCE;Wood, Philip R.;10:50AM - 12:05PM TR HRG 12626-APR-2018 9:00AM - 12:00PM R TBA TBANo Final Exam;3
25089;FREN 380 001;Full Term;WRITING FLAUBERT;Harter, Deborah A.;2:00PM - 4:30PM M RZR 2021-MAY-2018 2:00PM - 5:00PM T TBA TBAScheduled Final Exam-OTR Room;3
20858;FREN 403 001;Full Term;SPECIAL TOPICS;Aresu, Bernard;TBA TBANo Final Exam;1 TO 5
20859;FREN 403 002;Full Term;SPECIAL TOPICS;Fette, Julie;TBA TBANo Final Exam;1 TO 5
20860;FREN 403 003;Full Term;SPECIAL TOPICS;Harter, Deborah A.;TBA TBANo Final Exam;1 TO 5
20861;FREN 403 004;Full Term;SPECIAL TOPICS;Nelson-Campbell, Deborah H.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 5
20862;FREN 403 005;Full Term;SPECIAL TOPICS;Wood, Philip R.;TBA TBANo Final Exam;1 TO 5
24842;FREN 424 001;Full Term;WOMEN IN FRANCE;Fette, Julie;2:00PM - 4:30PM W RZR 20228-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;3
24844;FREN 495 001;Full Term;THE FRENCH AVANT-GARDE;Wood, Philip R.;1:00PM - 3:30PM R RZR 20225-APR-2018 2:00PM - 5:00PM W TBA TBANo Final Exam;3
20376;FSEM 115 001;2nd Half of Full Term;FRESHMAN BIOLOGY SEMINAR (BCB);Wright, Zachary J.;1:00PM - 2:15PM T GRB W100DNo Final Exam;1
20357;FSEM 115 002;2nd Half of Full Term;FRESHMAN BIOLOGY SEMINAR (BCB);Alnahhas, Razan N.;2:30PM - 3:45PM T GRB W100DNo Final Exam;1
24387;FSEM 116 002;1st Half of Full Term;FRESHMAN BIOLOGY SEMINAR (EEB);Carter, Shannon K.;4:00PM - 5:15PM T ABL 211BNo Final Exam;1
25065;FSEM 144 001;Full Term;ARAB-ISRAELI CONFLICT;George, Nathaniel D.;1:00PM - 3:30PM M HUM 3151-MAY-2018 9:00AM - 12:00PM T TBA TBAScheduled Final Exam-OTR Room;3
23583;FSEM 151 001;Full Term;THE HERO & HIS COMPANION;Maas, Michael R.;7:00PM - 9:50PM W HUM 3272-MAY-2018 2:00PM - 5:00PM W TBA TBAScheduled Final Exam-OTR Room;3
21885;GERM 142 001;Full Term;FIRST YEAR GERMAN II;Baig, Fatima;9:00AM - 9:50AM MWF RZR 30526-APR-2018 2:00PM - 5:00PM R TBA TBAScheduled Final Exam-OTR Room;3
21886;GERM 142 002;Full Term;FIRST YEAR GERMAN II;Baig, Fatima;10:00AM - 10:50AM MWF RZR 30530-APR-2018 9:00AM - 12:00PM M TBA TBAScheduled Final Exam-OTR Room;3
24791;GERM 142 003;Full Term;FIRST YEAR GERMAN II;Baig, Fatima;11:00AM - 11:50AM MWF RZR 30525-APR-2018 9:00AM - 12:00PM W TBA TBAScheduled Final Exam-OTR Room;3
21306;GERM 264 001;Full Term;SECOND YEAR GERMAN II;Kley, Katharina;2:00PM - 2:50PM MWF RZR 20528-APR-2018 2:00PM - 5:00PM S TBA TBAScheduled Final Exam-OTR Room;3
23916;GERM 302 003;Full Term;THIRD YEAR GERMAN II;Oesmann, Astrid;11:00AM - 11:50AM MWF RZR 31025-APR-2018 9:00AM - 12:00PM W TBA TBATake-Home Exam;3
24845;GERM 307 001;Full Term;FOLK & FAIRY TALE IN GERMAN;Weissenberger, Klaus H.;2:30PM - 3:45PM TR RZR 31030-APR-2018 2:00PM - 5:00PM M TBA TBATake-Home Exam;3
22095;GERM 322 001;Full Term;MARX, FREUD, EINSTEIN;Weissenberger, Klaus H.;1:00PM - 2:15PM TR RZR 31027-APR-2018 9:00AM - 12:00PM F TBA TBATake-Home Exam;3
25093;GERM 336 001;Full Term;NATIONAL SOCIALISM AND FILM;Blumenthal-Barby, Martin;2:30PM - 3:45PM TR RZR 30430-APR-2018 2:00PM - 5:00PM M TBA TBANo Final Exam;3
23924;GERM 340 001;Full Term;WALTER BENJAMIN;Steiner, Uwe W.;2:00PM - 2:50PM MWF RZR 31028-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;3
24846;GERM 352 001;Full Term;THE POLITICS OF THE FLESH;Blumenthal-Barby, Martin;4:00PM - 5:15PM TR RZR 30427-APR-2018 2:00PM - 5:00PM F TBA TBANo Final Exam;3
24847;GERM 401 001;Full Term;TOPICS IN GERMAN;Steiner, Uwe W.;9:00AM - 9:50AM MWF RZR 31026-APR-2018 2:00PM - 5:00PM R TBA TBANo Final Exam;1 TO 3
25485;GERM 677 001;Full Term;1ST YR GERMAN FOR GRAD STUDENT;Kley, Katharina;11:00AM - 11:50AM MWF HNZ 202GR Course-Dept Schedules Exam;3
22324;GREE 102 001;Full Term;ELEMENTARY GREEK II;Mackie, Hilary S.;2:00PM - 2:50PM MWF RZR 30528-APR-2018 2:00PM - 5:00PM S TBA TBATake-Home Exam;3
22653;GREE 202 001;Full Term;INTERMEDIATE GREEK;Schmidt, Charles J.;4:00PM - 5:15PM MF RZR 2272-MAY-2018 2:00PM - 5:00PM W TBA TBATake-Home Exam;3
